Original File name,Location,Suppliers Reference,Title,Description,Year,Creator,Keywords,caption,image_id,IMAGE LINK
8988.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/4,African elders await the Royal party at Eastleigh Airport,Two elderly men sit in the foreground of a crowd of African onlookers awaiting the arrival of the royal aircraft. Both wear medallions around their neck that depict a monarch's head.,Feb-52,,Kenya,African elders await the Royal party at Eastleigh Airport,121110,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121110&width=300&format=jpeg
8989.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/5,African Chiefs await the Royal party at Eastleigh Airport,"Two elderly Chiefs, dressed in fur and carrying ceremonial staffs, await the arrival of the Royal party at Eastleigh Airport. They are seated at the front of a crowd of African onlookers.",Feb-52,,Kenya,African Chiefs await the Royal party at Eastleigh Airport,121113,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121113&width=300&format=jpeg
8990.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/6,African Chiefs await the Royal party at Eastleigh Airport,Photograph depicting five elderly chiefs sitting at the front of a spectator crowd awaiting the arrival of the Royal party.  The man sitting closest to camera wears a head scarf and holds a staff bearing the Royal insignia.  Two other men also wear this head dress.  The men sitting in the middle of the front row wear feathered plumes and leopard skin neck ruffs.,Feb-52,,Kenya,African Chiefs await the Royal party at Eastleigh Airport,121111,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121111&width=300&format=jpeg
8991.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/7,"African chiefs wait behind guard, Eastleigh Airport","A crowd of African male spectators with front most spectators wearing tribal dress sit behind a rope line waiting for the arrival of the Royal party.  In front of this stands an official guard who, standing to attention, wears a fez.",Feb-52,,Kenya,"African chiefs wait behind guard, Eastleigh Airport",121112,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121112&width=300&format=jpeg
412.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/8,"Governor of Kenya, Sir Phillip Mitchell","The Govenor of Kenya, wearing a helmet with a plume of feathers, greets an African elder dressed in a leopard skin neck ruff and a plume of feathers on his head.  Surrounding them are other African chiefs awaiting the arrival of the royal party.",Feb-52,,Kenya,"Governor of Kenya, Sir Phillip Mitchell",115508,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115508&width=300&format=jpeg
8992.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/9,Sir Phillip Mitchell with African Chiefs,"Photograph depicting the Govenor of Kenya, Sir Phillip Mitchell looking down into the camera at Eastleigh Airport.  He wears spectacles, has a white coloured suit with a sash and a row of medals on the left  of his chest.  On his right are standing a group of elderly African chiefs.",Feb-52,,Kenya,Sir Phillip Mitchell with African Chiefs,115509,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115509&width=300&format=jpeg
8993.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/10,The Royal plane arrives at Eastleigh Airport,The BOAC plane carrying Princess Elizabeth and the Duke of Edinburgh arrives at Eastleigh Airport in Nairobi. There are servicemen in the background.,Feb-52,,Kenya,The Royal plane arrives at Eastleigh Airport,114579,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114579&width=300&format=jpeg
8994.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/11,Descending from the plane at Eastleigh Airport,"Princess Elizabeth, followed by The Duke of Edinburgh, walks down the steps of a BOAC aircraft at Eastleigh Airport, Nairobi. The Governor of Kenya greets the royal party, surrounded by uniformed servicemen and police.",Feb-52,,Kenya,Descending from the plane at Eastleigh Airport,116247,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116247&width=300&format=jpeg
8995.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/12,Walking across the tarmac at Eastleigh Airport,Princess Elizabeth walks away from the aircraft with a man in uniform bearing the RAF insignia.  Behind are seven men headed by the Duke of Edinburgh and the Govenor of Kenya.  A motorcade travels up from the rear of the photograph in background.,Feb-52,,Kenya,Walking across the tarmac at Eastleigh Airport,116246,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116246&width=300&format=jpeg
8996.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/13,"Princess Elizabeth with unidentified airman, Eastleigh Airport","A detail from the previous photograph (2001/090/1/4/1/12, negative number 1283), showing Princess Elizabeth chatting to an unidentified uniformed man wearing the RAF insignia.",Feb-52,,Kenya,"Princess Elizabeth with unidentified airman, Eastleigh Airport",116245,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116245&width=300&format=jpeg
8997.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/14,Taking the salute,Princess Elizabeth and The Duke of Edinburgh stand on a covered platform at Eastleigh Airport flanked by two uniformed guards.  The Duke of Edinburgh salutes.  To their right stand a group of officials and behind them is a large group of spectators.,Feb-52,,Kenya,Taking the salute,115092,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115092&width=300&format=jpeg
8998.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/15,Inspecting the guard of honour,Princess Elizabeth inspects a line of RAF servicemen standing to her right and left at Eastleigh Airport.  Accompanying her is a senior RAF officer.  Behind them walk The Duke of Edinburgh and two unidentified uniformed men.,Feb-52,,Kenya,Inspecting the guard of honour,116242,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116242&width=300&format=jpeg
8999.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/16,Leaving the airport,Princess Elizabeth and The Duke of Edinburgh drive away from Eastleigh Airport in a car bearing the Royal insignia.  Behind this car drives another car also bearing the Royal crest.  An African police officer points in the direction of travel.,Feb-52,,Kenya,Leaving the airport,114605,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114605&width=300&format=jpeg
9000.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/18,Press gathered at Government House,"Press photographers and journalists, both European and Asian, gather at a garden party at Government House, Nairobi, to take pictures of the Royal party.",Feb-52,,Kenya,Press gathered at Government House,116267,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116267&width=300&format=jpeg
9001.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/19,Lady Macmillan is presented to Princess Elizabeth,"Princess Elizabeth and The Duke of Edinburgh are speaking to Lady Lucie McMillan, widow of Lord McMillan.  Behind them is a large group of guests of some 40 people watching the proceedings, many wearing uniforms.",Feb-52,,Kenya,Lady Macmillan is presented to Princess Elizabeth,116241,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116241&width=300&format=jpeg
9002.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/20,Garden party at Government House,"Princess Elizabeth and The Duke of Edinburgh are formally greeted by an Asian man who is shaking the Princess's hand.  Beside him stands an Asian woman wearing traditional dress.  Behind the Princess and Duke is a sizeable crowd of onlookers, some with uniforms and some in civilian dress.",Feb-52,,Kenya,Garden party at Government House,116243,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116243&width=300&format=jpeg
413.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/22,Princess Elizabeth with the Governor of Kenya,"Princess Elizabeth, facing the camera, walks ahead of the Govenor of Kenya Sir Philip Mitchell at a garden party at Government House, Nairobi. Photographers are standing to her right in the background.",Feb-52,,Kenya,Princess Elizabeth with the Governor of Kenya,116248,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116248&width=300&format=jpeg
9003.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/25,The K.A.R. Band at Government House,"A procession of uniformed African soldiers from the King's African Rifles walk in procession through the garden at Government House, Nairobi.  At the front of the procession are drummers, followed by cymbalists and a large brass section.",Feb-52,,Kenya,The K.A.R. Band at Government House,121936,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121936&width=300&format=jpeg
9004.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/26,Royal party listening to the K.A.R. Band,"Princess Elizabeth, the Duke of Edinburgh and a large crowd of spectators including Lady Mitchell and three uniformed officers stand on the steps in front of Government House, Nairobi.",Feb-52,,Kenya,Royal party listening to the K.A.R. Band,116240,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116240&width=300&format=jpeg
9005.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/27,Asian schoolchildren arrive at Government House,"A group of Asian teenagers, dressed in school uniform, are escorted by adults as they march through a field with trees in the background.  Many of the congregation are carrying Union Jack flags.  They are carrying a banner which reads 'We Reaffirm Our Loyalty to the Crown Govt. Asian High School.''",Feb-52,,Kenya,Asian schoolchildren arrive at Government House,121165,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121165&width=300&format=jpeg
9006.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/28,Asian schoolchildren face the camera,"A large group of Asian children and teenagers stand facing the camera.  Some of the children wear turbans and official school uniforms.  They are escorted by adult teachers. Both children and teachers carry Union jack flags, and the children carry a banner which reads: 'Loyal Greetings From (obscured) High School.''",Feb-52,,Kenya,Asian schoolchildren face the camera,121166,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121166&width=300&format=jpeg
9007.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/29,Convent schoolchildren at Government House,A large line of European school girls walk through a field with trees in the background.  The girls all wear white dresses with dark blazers and round hats.   On the left flank of the line march a small group of African school girls wearing white dresses.  In the background of the picture are a group of onlookers; some stand and others sit on a truck.,Feb-52,,Kenya,Convent schoolchildren at Government House,120226,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120226&width=300&format=jpeg
9008.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/31,Royal party leaving Government House,"From underneath the white pillars of Government House, Nairobi, Princess Elizabeth and the Duke of Edinburgh walk away from the reception.  Various uniformed guards stand to attention.",Feb-52,,Kenya,Royal party leaving Government House,114602,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114602&width=300&format=jpeg
9009.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/33,Royal party followed by the Governor of Kenya,Princess Elizabeth and the Duke of Edinburgh walk out from Government House along a red carpet. Behind them is the Govenor of Kenya followed by two other unidentified men and a woman.  A small group of onlookers observe from the window of Government House.,Feb-52,,Kenya,Royal party followed by the Governor of Kenya,114598,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114598&width=300&format=jpeg
9010.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/34,Leaving by limousine from Government House,Princess Elizabeth and the Duke of Edinburgh are about to climb into a waiting limousine outside Government House.  There is an African chauffeur in the driving seat.  In the background stand a party of children waving Union Jack flags.,Feb-52,,Kenya,Leaving by limousine from Government House,114600,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114600&width=300&format=jpeg
9011.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/35,Royal party driving past schoolchildren,"The Royal Limousine is pictured in the foreground and blurred by motion, driving past a large group of schoolchildren all waving Union Jack flags.",Feb-52,,Kenya,Royal party driving past schoolchildren,113996,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=113996&width=300&format=jpeg
8983.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/36,"Princess Elizabeth Hospital for Women, Nairobi",Front elevation of the Princess Elizabeth Hospital for Women. Outside of the building flies a Union Jack flag.,Feb-52,,Kenya,"Princess Elizabeth Hospital for Women, Nairobi",114652,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114652&width=300&format=jpeg
9012.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/41,"Nurses outside the King George VI Hospital, Nairobi","Outside the main entrance of the hospital stand a group of African nurses on either side of the entrance.  Each group is being addressed by a European sister.  All of the nurses wear white head scarfs.  In the centre of the entrance stand a number of European men in suits, possibly hospital officials.",Feb-52,,Kenya,"Nurses outside the King George VI Hospital, Nairobi",119106,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119106&width=300&format=jpeg
9013.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/43,Duke of Edinburgh welcomed by Dr Gratton,"The Duke of Edinburgh on the left of the photograph is greeted by a man on the right of the picture, Dr. Gratton.",Feb-52,,Kenya,Duke of Edinburgh welcomed by Dr Gratton,114870,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114870&width=300&format=jpeg
9014.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/45,Duke of Edinburgh tours the wards of the King George VI Hospital,The Duke of Edinburgh walks alongside Dr. Gratton on a tour of the hospital wards.  They are flanked by two ward sisters. Other hospital staff stand nearby.,Feb-52,,Kenya,Duke of Edinburgh tours the wards of the King George VI Hospital,114873,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114873&width=300&format=jpeg
9015.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/46,Duke of Edinburgh tours the wards of the King George VI Hospital,The Duke of Edinburgh directly facing the camera as he walks through a children's ward. He is accompanied by hospital staff.,Feb-52,,Kenya,Duke of Edinburgh tours the wards of the King George VI Hospital,114871,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114871&width=300&format=jpeg
9016.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/47,"Duke of Edinburgh with Matron, King George VI Hospital","The Duke of Edinburgh, in profile, laughs with a hospital matron during his tour of the hospital.",Feb-52,,Kenya,"Duke of Edinburgh with Matron, King George VI Hospital",114872,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114872&width=300&format=jpeg
9017.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/48,Duke of Edinburgh arrives at Kenya Regiment HQ,"The Duke of Edinburgh emerges from a Rolls Royce car and amidst bunting lined streets, greets a group of uniformed army officers.  Outside of an official building, a group of people in civilian dress stand to greet the Royal guest.  African soldiers stand in front of the onlookers who are separated by a rope boundary.",Feb-52,,Kenya,Duke of Edinburgh arrives at Kenya Regiment HQ,114875,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114875&width=300&format=jpeg
9018.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/49,Duke of Edinburgh with Officers of the Kenya Regiment,"The Duke of Edinburgh stands with a group of four army officers. On the left of the picture stands a younger officer who stands to attention.  Onlookers stand in the background, they are mainly European and some are taking photographs.",Feb-52,,Kenya,Duke of Edinburgh with Officers of the Kenya Regiment,114868,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114868&width=300&format=jpeg
9019.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/51,Duke of Edinburgh with Officers of the Kenya Regiment,"A group photograph showing the Duke of Edinburgh, who wears a hat, standing in the middle of a group of four army officers.  In the background stands a mix of onlookers and African army guards.",Feb-52,,Kenya,Duke of Edinburgh with Officers of the Kenya Regiment,114869,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114869&width=300&format=jpeg
9020.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/52,Duke of Edinburgh with Officers of the Kenya Regiment,"Four army officers stand to attention in front of the Duke of Edinburgh who is standing with The Govenor of Kenya, Sir Phillip Mitchell and a second, unidentified officer in white uniform.  Around them are gathered a large crowd of onlookers, many of them holding cameras.",Feb-52,,Kenya,Duke of Edinburgh with Officers of the Kenya Regiment,114874,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114874&width=300&format=jpeg
8984.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/53,Nairobi Cathedral,Photograph showing Nairobi Cathedral surrounded by trees on either side and grass to the foreground. Possibly a back or side elevation.,Feb-52,,Kenya,Nairobi Cathedral,121443,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121443&width=300&format=jpeg
8985.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/54,"St Andrew's Church, Nairobi","Front elevation of St Andrew's Church, built to a contemporary design, a former constituent of the Overseas Presbytery of the Church of Scotland until the formation of the Presbyterian Church of East Africa in 1956. A small path leading up to the entrance is bordered by two Union Jack flags.",Feb-52,,Kenya,"St Andrew's Church, Nairobi",115383,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115383&width=300&format=jpeg
9021.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/57,Princess Elizabeth is driven past onlookers,An open topped car speeds past the camera carrying Princess Elizabeth and the Duke of Edinburgh to Nairobi's City Hall.  The Duke of Edinburgh is partially obscured by the window of the car but can be seen waving his left hand.  Princess Elizabeth is seen smiling to the crowds of people who line the road.,Feb-52,,Kenya,Princess Elizabeth is driven past onlookers,116244,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116244&width=300&format=jpeg
8981.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/58,Nairobi City Hall,"Front and side elevations of Nairobi's City Hall. Outside the building are a line of flags bearing the Union Jack together with bunting and pennants depicting an ostrich with the words ""CITY OF NAIROBI.''  One flag bears the cross of St. Andrew.  Workmen can be seen erecting a flag at the front of the City Hall. and cars line the street outside.",Feb-52,,Kenya,Nairobi City Hall,120075,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120075&width=300&format=jpeg
9022.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/61,Mayor and Mayoress of Nairobi await the Royal party,"Standing on the front steps of Nairobi City Hall are the Mayor and Mayoress of Nairobi.  The mayor wears a chain of office and holds a hat in his left hand.  Above them can be seen part of the motto ""CONSILIO FIDE VIGILANTIA.""",Feb-52,,Kenya,Mayor and Mayoress of Nairobi await the Royal party,114713,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114713&width=300&format=jpeg
9023.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/63,On the balcony of Nairobi City Hall,"From the balcony of Nairobi City Hall, the Princess and the Duke wave to the crowds.  They stand between two of the building's four frontal pillars and below them is a large pennant with two lions either side of a coat of arms.  Below the coat of arms is the motto ""CONSILIO FIDE VIGILANTIA.''  In front of the building flies a flag bearing the Royal crest.",Feb-52,,Kenya,On the balcony of Nairobi City Hall,116249,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116249&width=300&format=jpeg
9024.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/64,Close up of Princess and Duke on the balcony,"Detail from previous photograph (2001/090/1/4/1/63, negative number 1319) showing a close-up image of the Princess and the Duke waving to the crowds from the balcony of Nairobi City Hall.",Feb-52,,Kenya,Close up of Princess and Duke on the balcony,116250,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116250&width=300&format=jpeg
9025.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/65,Royal party leaving City Hall,"Princess Elizabeth and the Duke of Edinburgh, together with the Mayor and Mayoress of Nairobi, stand on the steps of City Hall as they get ready to leave.  The Princess waves as the whole group looks to its right.  In front of the group stands a mace bearer wearing a military uniform.",Feb-52,,Kenya,Royal party leaving City Hall,114596,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114596&width=300&format=jpeg
8986.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/66,"New Stanley Hotel, Nairobi","Photograph showing the front elevation of the New Stanley Hotel in Nairobi, shortly before its 1950s rebuilding.  Outside of the hotel is a busy street scene, with bunting and a Union Jack flag.",Feb-52,,Kenya,"New Stanley Hotel, Nairobi",117281,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=117281&width=300&format=jpeg
9026.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/68,"Sagana Lodge, Nyeri","View across gardens of Sagana Lodge, the ""Royal Lodge"" presented to Princess Elizabeth who according to Trotter's caption left Kenya without visiting it, although she is believed to in fact have spent one night there. The photograph shows a ground floor timber building with a tiled roof set amongst trees and copious flower boundaries.  A gravel circular drive curves in front of the building.",Feb-52,,Kenya,"Sagana Lodge, Nyeri",114585,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114585&width=300&format=jpeg
9027.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/70,Sagana Lodge and grounds,"Rear elevation of Sagana Lodge, a ground floor timber building on a stone basement with a tiled roof set amongst trees and copious flower boundaries.  In the foreground is a garden with unidentified plants growing in it.  A secondary, smaller building is set back from the main lodge.",Feb-52,,Kenya,Sagana Lodge and grounds,114587,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114587&width=300&format=jpeg
9028.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/73,River running through the grounds of Sagana Lodge,View down from a grassy bank onto a river running through the grounds of the Sagana (Royal) Lodge.  On the right hand side it is bordered by a small path and a more indistinguishable track on the other side of the river.  Lots of trees surround.,Feb-52,,Kenya,River running through the grounds of Sagana Lodge,115865,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115865&width=300&format=jpeg
9029.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/76,Guard looking over the gardens of Sagana Lodge,An African guard looking out to the garden that adjoins the Sagana (Royal) Lodge.   He is standing on a grassy bank overlooking a stream / river than runs through the garden.  The area is heavily wooded.,Feb-52,,Kenya,Guard looking over the gardens of Sagana Lodge,119044,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119044&width=300&format=jpeg
9030.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/77,Press conference at Sagana Lodge to announce the death of King George VI,"A group of nine people in a room of the Sagana ""Royal"" Lodge who are engaged in writing down the news of the death of King George VI.   A man who is standing appears to address the group.  The Royal couple had been due to spend a holiday at the Lodge but left folllowing news of the King's death.",Feb-52,,Kenya,Press conference at Sagana Lodge to announce the death of King George VI,118749,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=118749&width=300&format=jpeg
9031.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/79,"Memorial service to King George VI, Nairobi Cathedral","Exterior view of Nairobi Cathedral, taken at a distance from the cathedral and showing a large number of people, possibly schoolchildren, seated on chairs in the grounds. There are about 20 cars parked in the  foreground.",Feb-52,,Kenya,"Memorial service to King George VI, Nairobi Cathedral",117592,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=117592&width=300&format=jpeg
9032.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/80,Schoolchildren outside Nairobi Cathedral,The photograph has been taken at a distance in front of the cathedral and shows a large group of school children with heads bowed sitting in front of the cathedral's main entrance. The flag of St George is at half mast at the top of the left hand tower.,Feb-52,,Kenya,Schoolchildren outside Nairobi Cathedral,117591,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=117591&width=300&format=jpeg
9033.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/1/4/1/81,Mourners outside Nairobi Cathedral,"This photograph has been taken at a distance from the cathedral and shows a large number of people seated on rows of chairs on several sides of the building. Various onlookers (European, Asian and African) stand near a wall in the foreground.",Feb-52,,Kenya,Mourners outside Nairobi Cathedral,117593,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=117593&width=300&format=jpeg
2053.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/2/2/2/1/1,"King's birthday reception, Uganda","A ceremonial event at an unidentified location in Uganda. A union jack flag, surrounded by men in white uniforms, flies high at a reception held in honour of King George's birthday.

Original manuscript caption: King's birthday reception",1920s - 1930s,,Uganda,"King's birthday reception, Uganda",114760,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114760&width=300&format=jpeg
2054.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/2/2/2/1/2,Uganda exhibition for King George's coronation,"The entrance to the Uganda Exhibition, fashioned from tied palm leaves and adorned with banners, is guarded by askaris.

Original manuscript caption: Uganda Exhibition at time of King Georges Coronation",[1936],,Uganda,Uganda exhibition for King George's coronation,119774,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119774&width=300&format=jpeg
2055.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/2/2/2/1/4,4th King's African Rifles Band,"Portrait of a regiment of uniformed drummers in the 4th King's African Rifles Band, taken at an unidentified location, presumably in Uganda.

Original manuscript caption: 4th King's African Rifles Band",[1920s],,Uganda,4th King's African Rifles Band,122207,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=122207&width=300&format=jpeg
2052.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/2/2/2/1/20,"Firing Point, Entebbe","A group of European men, accompanied by their African servants, take practice shots from the top of a mound of earth constructed as a firing point. 

Original manuscript caption: Firing point Entebbe 
Annual Meeting",c. 1930,,Uganda,"Firing Point, Entebbe",119623,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119623&width=300&format=jpeg
BEC 2001-090-2-2-2-1-34.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/2/2/2/1/34,"K.A.R. Kit Inspection, Bombo","A body of about 30 - 40 men lined up for kit inspection are being addressed by a European officer, all have neat rolls of uniform and equipment lined up in front of them. 

Original manuscript caption: King's African Rifles
Bombo
Kit Inspection",[1920s],,Uganda,"K.A.R. Kit Inspection, Bombo",242846,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=242846&width=300&format=jpeg
BEC 2001-090-2-2-2-1-35.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/090/2/2/2/1/35,"King's African Rifles, Bombo","A very long line of troops stretching away into the distance with rifles over their shoulders and commanders in a line to the fore. The senior officer sits astride a grey horse in the foreground. 

Original manuscript caption: K.A.R.
Bombo",[1920s],,Uganda,"King's African Rifles, Bombo",242847,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=242847&width=300&format=jpeg
6205.tif,British Empire and Commonwealth Collections at Bristol Archives,1999/221/1/1/28,"Denton Bridge, Lagos","Markings on photograph 'Denton Bridge Lagos, Sept 21 1897'.  Shows girder span bridge. Iron poles in river with light girder work supporting track.",1897,,Nigeria,"Denton Bridge, Lagos",120233,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120233&width=300&format=jpeg
2775.tif,British Empire and Commonwealth Collections at Bristol Archives,1999/221/1/62/22,"Bridge under construction, Jamaica","A railway bridge at Portland under construction on the Port Antonio extension line, a stretch of track that opened in 1896.",1894-1895,,Jamaica,"Bridge under construction, Jamaica",120871,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120871&width=300&format=jpeg
2776.tif,British Empire and Commonwealth Collections at Bristol Archives,1999/221/1/62/23,"Construction workers on a bridge, Jamaica","Construction workers pictured on a newly completed railway bridge. Opening in 1896, this stretch of track was part of the Port Antonio extension line at Portland.",1894-1895,,Jamaica,"Construction workers on a bridge, Jamaica",120230,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120230&width=300&format=jpeg
9768.tif,British Empire and Commonwealth Collections at Bristol Archives,1999/221/1/25/29,Bridge over the Balata River in Trinidad,"Trinidad Government Railway workers stand on bridge, built to carry the Sangre Grand railway line across the Balata River. 
Caption reads: Sangre Grand railway, Trinidad Bridge over the Balata River.",[c.1895],,Trinidad & Tobago,Bridge over the Balata River in Trinidad,114294,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114294&width=300&format=jpeg
